region,plz
9277149,84371
9475182,95183
9479161,95709
9189157,83308
9778202,87779
9476182,96367
9573129,90587
9187179,83104
9179149,82299
9778203,86842
9778204,86874
9171133,84577
9188141,82327
9171134,84558
9189159,83236
9678186,97532
9575167,91486
9679196,97292
9575168,97215
9180134,82449
9778205,87781
9673175,97618
9180135,82497
9181143,86944
9277151,84339
9778207,87782
9184147,85774
9275153,94107
9184148,82008
9474168,91364
9772209,86836
9674210,96190
9171135,84579
9679201,97294
9183147,83567
9775161,89299
9184149,85716
9571208,91743
9473170,96253
9477159,95369
9777175,87647
9189160,83246
9777176,87496
9774116,86513
9371154,92289
9677193,97857
9772211,86514
9572158,91080
9181144,86919
9189161,83377
9182133,83626
9175132,85591
9175132,85598
9175132,85599
9175132,85622
9175132,85646
9573130,90587
9679202,97209
9373167,92355
9274183,84149
9574160,91235
9572159,91487
9276144,94234
9471207,96191
9174150,85256
9181133,86946
9773179,86637
9274184,84137
9371156,92249
9274185,84186
9275154,94474
9187181,83569
9186158,85088
9374162,92648
9775162,89269
9675174,97332
9273178,84106
9374163,95519
9574161,91247
9182134,83666
9777177,86875
9572160,96193
9173145,83646
9376175,92442
9372168,93494
9189162,83329
9374164,92726
9185166,86579
9678190,97534
9472197,91344
9777179,87616
9372169,93192
9671156,63857
9679204,97295
9679205,97297
9372170,93194
9377157,95679
9272151,94065
9183148,84478
9372171,93449
9377158,95652
9774191,89367
9374165,92727
9772214,86877
9476184,96346
9271152,94574
9279137,94522
9779224,86757
9180136,82499
9177142,85469
9471208,96194
9774192,86480
9780143,87448
9176165,85137
9178155,85368
9472198,95485
9182136,83627
9177143,85456
9672161,97797
9187182,83512
9776128,88142
9678192,97535
9571214,91717
9471209,96196
9779226,86759
9275156,94110
9772215,86517
9671157,63879
9185168,86706
9174151,85258
9571216,91746
9472199,95466
9363000,92637
9473174,96279
9372174,93495
9376176,92557
9371157,91249
9575179,97215
9571217,91629
9374166,92700
9374166,92729
9274187,84107
9181145,86947
9676165,63937
9474171,91365
9776129,88171
9190157,82362
9571218,91744
9572164,91085
9478176,96260
9475184,95237
9476185,96369
9577177,91781
9775164,89264
9474173,91367
9776130,88138
9479166,95163
9780144,87480
9473175,96479
9772216,86465
9176166,91809
9779228,86650
9576151,90530
9274188,84187
9375208,93173
9376150,92533
9678193,97440
9780145,87497
9773182,86637
9188144,82234
9190158,82405
9772217,86707
9777182,87679
9778214,87784
9671159,63825
9577179,91747
9571222,91631
9176167,85139
9182137,83629
9778216,86879
9190159,82407
9377159,95676
9671162,63831
9774189,86519
9675177,97355
9278197,94344
9375209,93109
9474175,91369
9675178,97353
9474176,91346
9571223,91632
9677200,97859
9780146,87487
9571224,91634
9273181,93359
9672163,97772
9780147,87499
9190160,82409
9575181,91489
9476189,96352
9573133,91452
9675179,97348
9673182,97647
9372175,93497
9181146,86949
9278198,94336
9571225,91635
9374168,92670
9275159,94575
9571226,91575
9171137,84543
9574164,90610
9376178,92559
9774196,89368
9679206,97286
9778217,87785
9271153,94577
9678196,97537
9477163,95339
9571227,91749
9277152,84384
9773183,89426
9275160,94104
9178156,85395
9779231,86709
9778218,87787
9571229,91639
9173147,82515
9375211,93195
9673183,97618
9186162,85283
9674219,97539
9189165,83379
9477164,96197
9778219,87789
9571228,91637
9177144,85457
9274191,84109
9676169,63939
9375210,93086
9188145,82237
9673184,97618
9479169,95632
9277153,84329
9274193,84189
9663000,97070
9663000,97072
9663000,97074
9663000,97076
9663000,97078
9663000,97080
9663000,97082
9663000,97084
9276146,94239
9372177,93499
9183151,84539
9471214,96199
9674221,97475
9277154,84367
9375213,93197
9672166,97799
9372167,93199
9679209,97299
9475189,95239
9677203,97225
9272152,94579
9774198,86473
9773186,89446
9573134,90513
9178157,85406
9175139,85604
9773187,89447
9773188,86637
9772223,86441
9276148,94227
